Date,Corn,TR,IR,ER,ine,FP.CFI,CFD,GPR,EPU,corn
1/9/2020,2273,2.1793,2.104,6.8498,309.02,116.3505,358,44.67,204.69,2273
2/9/2020,2290,2.1793,2.094,6.8376,307.12,116.4684,358,66.06,237.83,2290
3/9/2020,2275,2.1793,1.742,6.8319,301.03,116.9689,353.4,111.21,243.52,2275
4/9/2020,2296,2.3063,2.052,6.8359,299.99,116.7099,357,63.87,224.01,2296
7/9/2020,2347,2.3063,2.088,6.8386,289.49,117.2086,361.2,189.24,491.37,2347
8/9/2020,2335,2.3063,2.051,6.8364,287.05,117.9719,361.2,118.9,208.78,2335
9/9/2020,2335,2.3063,1.607,6.8423,268.8,117.0212,360,85.83,209.54,2335
10/9/2020,2370,2.3063,1.34,6.8331,271.69,117.0338,365,75.12,218.1,2370
11/9/2020,2398,2.2856,1.464,6.8389,267.67,117.3316,368.4,110.67,237.03,2398
14/9/2020,2419,2.2856,1.607,6.8361,270.8,119.3773,369,156.69,270.62,2419
15/9/2020,2402,2.2856,1.731,6.8222,269.9,120.2288,366,62.6,245.27,2402
16/9/2020,2410,2.2856,1.404,6.7825,279.07,119.9407,371.6,141.26,244.64,2410
17/9/2020,2426,2.2856,1.769,6.7675,278.98,121.1307,374.6,76.71,248.91,2426
18/9/2020,2484,2.2775,2.101,6.7591,286.43,122.7169,378,88.04,244.41,2484
21/9/2020,2476,2.2775,2.204,6.7595,285.62,123.8292,370,33.76,177.56,2476
22/9/2020,2470,2.2775,2.286,6.7872,273.31,122.4798,368.6,74.78,126.1,2470
23/9/2020,2421,2.2775,1.884,6.7986,274.03,121.2254,368.2,34.81,161.46,2421
24/9/2020,2438,2.2775,1.424,6.8028,274.02,119.6827,363.2,78.14,246.25,2438
25/9/2020,2428,2.1757,1.113,6.8121,279.1,118.976,364.6,81.23,252.32,2428
28/9/2020,2464,2.1757,0.602,6.8252,276.03,119.5323,366.2,63.22,189.79,2464
29/9/2020,2462,2.1757,0.913,6.8171,279.57,118.9291,364,117.55,185.6,2462
30/9/2020,2468,2.1757,2.361,6.8101,269.59,117.84,378,75.33,207.77,2468
9/10/2020,2537,2.3785,2.038,6.7796,280.03,122.2042,394,56.5,306.7,2537
12/10/2020,2571,2.3785,1.53,6.7126,278.64,124.6412,389,112.25,289.7,2571
13/10/2020,2562,2.3785,1.7,6.7296,276.19,124.6417,391,100.77,220.87,2562
14/10/2020,2566,2.3785,1.962,6.7473,274.24,124.8902,396,63.41,341.81,2566
15/10/2020,2549,2.3785,2.063,6.7374,278.09,124.9795,403.6,92.37,141.19,2549
16/10/2020,2584,2.5746,2.017,6.7332,277.08,124.3748,402,113.93,200.48,2584
19/10/2020,2589,2.5746,2.187,6.701,278.01,125.156,404.2,20.35,249.35,2589
20/10/2020,2591,2.5746,2.162,6.693,277.52,124.8371,408.4,24.93,234.01,2591
21/10/2020,2587,2.5746,1.988,6.6781,277.23,125.5658,414,103.29,158.05,2587
22/10/2020,2575,2.5746,1.911,6.6556,274.43,125.2108,415.6,119.44,167.77,2575
23/10/2020,2572,2.5568,2.161,6.6703,273.62,125.8369,420,77.16,138.34,2572
26/10/2020,2583,2.5568,2.18,6.6725,264.87,126.0969,417,110.77,294.62,2583
27/10/2020,2590,2.5568,2.38,6.6989,265.73,126.6358,415.4,138.07,187.07,2590
28/10/2020,2603,2.5568,2.379,6.7195,261.8,126.6452,401,22.95,234.14,2603
29/10/2020,2608,2.5568,2.125,6.726,247.21,125.9385,397.4,40.21,298.36,2608
30/10/2020,2621,2.6323,2.236,6.7232,234.83,126.5881,398.4,116.33,277.43,2621
2/11/2020,2553,2.6323,2.322,6.705,231.04,125.9947,396,104.7,418.93,2553
3/11/2020,2540,2.6323,1.868,6.6957,242.54,126.3735,400,137.15,335.3,2540
4/11/2020,2547,2.6323,1.449,6.6771,252.73,127.3868,404,93.25,370.7,2547
5/11/2020,2556,2.6323,1.377,6.6895,248.05,128.1666,408,22.46,303.07,2556
6/11/2020,2541,2.6323,1.79,6.629,245.37,128.9318,406.6,62.67,390.29,2541
9/11/2020,2527,2.6323,2.193,6.6123,250.99,127.9796,413.4,28.18,254.34,2527
10/11/2020,2519,2.6323,2.333,6.5897,262.27,127.8203,429,38.59,192.03,2519
11/11/2020,2553,2.6323,2.314,6.607,272.02,129.3914,426.4,67.77,252.06,2553
12/11/2020,2559,2.6323,2.521,6.6236,268.43,129.9441,417.2,50.31,184.25,2559
13/11/2020,2564,2.7579,2.523,6.6285,265.1,129.617,418,44.07,123.79,2564
16/11/2020,2592,2.7579,2.252,6.6048,267.86,130.0239,424,93.06,254.24,2592
17/11/2020,2597,2.7579,1.798,6.5762,267.48,130.4077,425.2,57.91,196.81,2597
18/11/2020,2590,2.7579,1.72,6.5593,267.42,130.7787,429.2,45.28,154.81,2590
19/11/2020,2610,2.7579,1.918,6.5484,268.67,131.8851,427,85.58,224.65,2610
20/11/2020,2599,2.9154,1.959,6.5786,268.86,131.9775,427.6,210.83,230.2,2599
23/11/2020,2604,2.9154,1.839,6.5719,275.54,131.8826,433,131.86,415.59,2604
24/11/2020,2570,2.9154,1.828,6.5809,289.18,131.4459,432,199.01,262.51,2570
25/11/2020,2575,2.9154,1.578,6.5749,299.51,131.5654,427,125.97,276.82,2575
26/11/2020,2594,2.9154,1.298,6.578,299.26,131.5881,427,313.98,157.55,2594
27/11/2020,2578,2.917,0.836,6.5755,299,131.4472,435.2,289.95,238.32,2578
30/11/2020,2601,2.917,1.115,6.5782,293.04,131.9212,426.2,357.95,156.15,2601
1/12/2020,2682,2.917,0.764,6.5921,300.17,130.8269,420.4,622.12,248.2,2682
2/12/2020,2655,2.917,0.742,6.5611,297.58,130.1184,423.2,227.1,156.7,2655
3/12/2020,2649,2.917,0.901,6.5592,300.54,129.0715,426,551.65,189.91,2649
4/12/2020,2651,2.8169,1.086,6.5507,309.11,129.4953,420,187.81,215.13,2651
7/12/2020,2618,2.8169,1.366,6.5362,308.38,130.0027,423,183.63,269.89,2618
8/12/2020,2588,2.8169,1.302,6.532,298.87,129.7522,419.6,233.8,259.64,2588
9/12/2020,2610,2.8169,1.065,6.5311,300.73,128.8627,423.2,157.65,144.77,2610
10/12/2020,2609,2.8169,0.979,6.5476,299.3,129.4396,421.6,151.14,256.04,2609
11/12/2020,2602,2.69,1.431,6.5405,306.03,130.3501,423.4,216.65,122.3,2602
14/12/2020,2578,2.69,1.702,6.5361,310.67,130.5341,424,213.3,186.91,2578
15/12/2020,2569,2.69,1.403,6.5434,306.95,130.7996,424.6,174.12,139.29,2569
16/12/2020,2605,2.69,0.974,6.5355,307.76,131.4041,426.2,53.8,136.12,2605
17/12/2020,2613,2.69,1.356,6.5362,319.18,132.2131,432,103.46,195.87,2613
18/12/2020,2615,2.5478,1.723,6.5315,319.34,133.3266,436.6,179.23,146.67,2615
21/12/2020,2645,2.5478,1.489,6.5507,313.97,134.6608,440,150.82,246.79,2645
22/12/2020,2646,2.5478,1.015,6.5387,300.94,134.8171,443,129.7,147.55,2646
23/12/2020,2674,2.5478,0.623,6.5558,297.18,134.5977,447,147.75,291.07,2674
24/12/2020,2667,2.5478,0.609,6.5361,312.32,136.4092,450.4,79.21,256.16,2667
25/12/2020,2678,2.4219,0.793,6.5333,315.42,136.8569,450.4,55.09,174.42,2678
28/12/2020,2708,2.4219,0.673,6.5236,312.65,136.9994,456.4,25.86,217.47,2708
29/12/2020,2698,2.4219,0.624,6.5451,311.52,136.0114,466,94.1,286.36,2698
30/12/2020,2731,2.4219,0.644,6.5325,311.78,137.3877,474,136.83,368.46,2731
31/12/2020,2742,2.4219,1.093,6.5249,310.01,138.8967,484,71.08,307.12,2742
4/1/2021,2746,2.4219,0.899,6.5408,326.03,140.9771,484.4,284.34,233.3,2746
5/1/2021,2769,2.4219,0.729,6.476,317.69,140.6939,492.4,88.85,208.61,2769
6/1/2021,2786,2.4219,0.616,6.4604,329.84,142.0308,495.2,118.47,139.81,2786
7/1/2021,2806,2.4219,0.921,6.4608,340.86,143.1416,494,34.22,124.29,2806
8/1/2021,2836,1.8609,0.965,6.4708,343.47,142.8133,496.2,93.66,104.8,2836
11/1/2021,2837,1.8609,1.216,6.4764,333.11,143.6,491.2,103.49,308.7,2837
12/1/2021,2868,1.8609,1.333,6.4823,344.12,142.6361,517.2,98.51,229.15,2868
13/1/2021,2872,1.8609,1.401,6.4605,350.17,144.32,522.4,128.12,223.57,2872
14/1/2021,2845,1.8609,1.675,6.4746,343.72,142.8504,534,111.62,157.94,2845
15/1/2021,2869,1.7662,1.738,6.4633,342.3,142.2083,530.2,37.7,149.93,2869
18/1/2021,2881,1.7662,2.125,6.4845,336.73,141.7935,525,39.26,159.6,2881
19/1/2021,2868,1.7662,2.236,6.4883,338.18,141.7827,525,24.7,170.18,2868
20/1/2021,2845,1.7662,2.457,6.4836,345.4,139.4695,521.6,82.56,309.33,2845
21/1/2021,2849,1.7662,2.573,6.4696,343.3,139.2767,524,41.27,280.95,2849
22/1/2021,2821,1.9313,2.436,6.4617,335.82,138.701,500.4,27.96,192,2821
25/1/2021,2772,1.9313,2.45,6.4819,336.01,136.9813,512,120.07,241.85,2772
26/1/2021,2773,1.9313,2.726,6.4847,332.18,137.2926,530.6,59.83,254.93,2773
27/1/2021,2765,1.9313,2.97,6.4665,338.55,138.6878,532.4,122.12,251.13,2765
28/1/2021,2727,1.9313,3.024,6.4845,336.66,138.7583,534,112.62,150,2727
29/1/2021,2714,2.6657,3.282,6.4709,338.5,138.4189,547,138.75,248.96,2714
1/2/2021,2774,2.6657,2.795,6.4623,341.13,138.7163,549.6,53.12,144.04,2774
2/2/2021,2767,2.6657,2.313,6.4736,351.74,137.7863,543,140.69,282.75,2767
3/2/2021,2776,2.6657,1.859,6.4669,352.02,135.9123,551.4,129.62,145.65,2776
4/2/2021,2784,2.6657,2.075,6.4605,362.41,136.8004,549,75.03,129.36,2784
5/2/2021,2818,2.3753,1.909,6.471,364.08,138.829,548,37.82,111.2,2818
8/2/2021,2754,2.3753,1.906,6.4678,369.55,139.3635,564.4,75.7,232.61,2754
9/2/2021,2769,2.3753,1.772,6.4533,379.45,140.4923,557,155.08,84.45,2769
10/2/2021,2767,2.3753,1.925,6.4391,372.89,140.9195,532,154.38,113.01,2767
18/2/2021,2828,2.3753,2.341,6.4536,399.66,143.4549,548,53.19,148.02,2828
19/2/2021,2815,1.9564,1.886,6.4624,389.6,143.7519,542,56.43,106.51,2815
22/2/2021,2797,1.9564,1.512,6.4563,393.62,145.3327,550.2,101.75,132.3,2797
23/2/2021,2786,1.9564,1.984,6.4516,414.59,146.0292,552.4,63.76,145.25,2786
24/2/2021,2810,1.9564,1.512,6.4615,407.97,147.3966,556.4,104.4,186.94,2810
25/2/2021,2827,1.9564,1.703,6.4522,420.59,149.2785,549.4,86.57,124.74,2827
26/2/2021,2777,1.9001,2.092,6.4713,409.76,147.2125,548,185.93,223.25,2777
1/3/2021,2789,1.9001,2.154,6.4754,413.77,147.3694,538.4,58.53,257.79,2789
2/3/2021,2781,1.9001,1.775,6.4625,392.58,146.5712,543.6,78.79,122,2781
3/3/2021,2763,1.9001,1.471,6.4565,398.14,146.3466,534.5,68.01,103.44,2763
4/3/2021,2758,1.9001,1.926,6.4758,405.28,146.3632,532.5,84.2,76.48,2758
5/3/2021,2819,1.971,1.565,6.4904,428.28,146.5367,547.25,95.13,231.03,2819
8/3/2021,2824,1.971,1.704,6.4795,444.46,149.3521,546,112.14,328.48,2824
9/3/2021,2771,1.971,2.024,6.5338,428.36,149.268,545.75,110.04,167.78,2771
10/3/2021,2716,1.971,1.747,6.5106,417.68,147.2233,532.75,72.06,195.33,2716
11/3/2021,2710,1.971,1.796,6.497,422.05,145.4423,537.5,81.75,275.24,2710
12/3/2021,2717,1.973,1.787,6.4845,424.29,147.1177,539.75,87.14,106.71,2717
15/3/2021,2710,1.973,2.245,6.501,428.95,146.6064,548,53.36,206.85,2710
16/3/2021,2716,1.973,2.14,6.5029,417.09,146.9139,554,49.11,87.46,2716
17/3/2021,2704,1.973,1.968,6.4978,421.75,146.1432,556.25,86.32,187.89,2704
18/3/2021,2695,1.973,2.206,6.4859,412.92,145.3233,547.25,83.26,180.02,2695
19/3/2021,2706,1.9524,2.135,6.5098,381.2,143.8867,556.25,81.56,211.66,2706
22/3/2021,2725,1.9524,2.052,6.5191,392.07,144.2995,551.25,81.34,275.36,2725
23/3/2021,2719,1.9524,1.976,6.5036,392.72,145.8351,551.75,52.47,193.53,2719
24/3/2021,2709,1.9524,1.822,6.5228,380.74,146.011,552.5,119.47,126.24,2709
25/3/2021,2709,1.9524,2.029,6.5282,385.86,146.4122,546.5,167.96,142.05,2709
26/3/2021,2713,1.9354,1.762,6.5376,387.15,143.4745,552,275.87,108.99,2713
29/3/2021,2654,1.9354,1.814,6.5416,390.88,142.3164,545.75,81.34,177.66,2654
30/3/2021,2637,1.9354,1.825,6.5641,400.91,141.6949,537.75,78.59,121.16,2637
31/3/2021,2631,1.9354,2.124,6.5713,402.08,139.9046,576.5,55.17,136.03,2631
1/4/2021,2626,1.9354,2.143,6.5584,396.6,142.3575,559,91.37,76.09,2626
2/4/2021,2603,1.903,1.734,6.5649,412.23,142.8473,552.5,151.88,130.61,2603
6/4/2021,2631,1.903,1.765,6.5527,392.01,143.6833,556,139.36,125.46,2631
7/4/2021,2659,1.903,1.824,6.5384,389.79,144.9285,561.25,107.21,205.44,2659
8/4/2021,2712,1.903,1.76,6.5463,387.13,144.2643,579.25,101.3,115.07,2712
9/4/2021,2692,1.9192,1.784,6.5409,389.55,144.1098,576,79.15,115.04,2692
12/4/2021,2674,1.9192,1.792,6.5578,385.61,143.0566,567.75,93.77,69.6,2674
13/4/2021,2639,1.9192,1.781,6.5454,394.24,141.7415,580.25,94.03,112.82,2639
14/4/2021,2646,1.9192,1.81,6.5362,400.08,142.3459,579.5,143.84,65.13,2646
15/4/2021,2684,1.9192,1.81,6.5297,414.38,143.5136,577,90.85,111.93,2684
16/4/2021,2699,1.935,1.946,6.5288,416.59,145.2582,574.75,143.42,86.85,2699
19/4/2021,2712,1.935,2.118,6.5233,412.37,146.0015,580.5,91.82,92,2712
20/4/2021,2703,1.935,1.854,6.5103,415.07,146.5124,592.75,38.96,89.99,2703
21/4/2021,2717,1.935,1.864,6.5046,404.15,148.1102,605.75,94.78,100.71,2717
22/4/2021,2753,1.935,2.127,6.4902,396.67,149.611,631.5,65.44,70.82,2753
23/4/2021,2759,1.8483,1.942,6.4934,400.43,151.2139,635,70.99,102.84,2759
26/4/2021,2744,1.8483,2.075,6.4913,397.85,151.1948,657.5,92.28,84.99,2744
27/4/2021,2764,1.8483,1.814,6.4924,403.46,150.8004,656.25,137.18,165.42,2764
28/4/2021,2769,1.8483,1.78,6.4853,408.61,150.4191,640.5,99.26,102.3,2769
29/4/2021,2751,1.8483,1.823,6.4715,415.09,150.2812,647.75,65.93,153.32,2751
30/4/2021,2733,1.8483,2.285,6.4672,418.85,149.0555,673.25,84.05,125.83,2733
6/5/2021,2763,1.8483,2.097,6.4895,427.36,152.8942,719.75,48.59,142.39,2763
7/5/2021,2817,1.8167,1.779,6.4678,425.87,155.1759,731,49.86,170.41,2817
10/5/2021,2832,1.8167,1.663,6.4425,428.26,155.0602,713.25,43.04,168.8,2832
11/5/2021,2831,1.8167,1.938,6.4254,419.94,154.0928,724,59.96,175.89,2831
12/5/2021,2872,1.8167,1.951,6.4258,427.97,157.2915,714.25,114.14,78.7,2872
13/5/2021,2803,1.8167,1.966,6.4612,424.62,156.7842,674.75,114.45,94.65,2803
14/5/2021,2782,1.7949,1.805,6.4525,414.51,153.8321,644.75,76.23,100.11,2782
17/5/2021,2772,1.7949,2.136,6.4307,426.49,153.7928,652,57.75,128.94,2772
18/5/2021,2774,1.7949,2.119,6.4357,436.39,153.9766,659.25,54.54,96.41,2774
19/5/2021,2768,1.7949,2.025,6.4255,421.12,153.5034,661,65.2,147.69,2768
20/5/2021,2759,1.7949,2.092,6.4464,411.69,150.7872,663.25,75.78,189.22,2759
21/5/2021,2764,1.7233,1.996,6.43,400.58,150.4278,656.5,66.08,108.94,2764
24/5/2021,2737,1.7233,2.171,6.4408,414.08,148.7546,658,55.25,183.43,2737
25/5/2021,2730,1.7233,2.194,6.4283,424.55,149.3068,620.75,50.23,145.6,2730
26/5/2021,2670,1.7233,1.99,6.4099,425.12,148.7547,624.75,98.89,71.66,2670
27/5/2021,2669,1.7233,2.117,6.403,420.17,147.3773,664.5,43.49,70.25,2669
28/5/2021,2682,1.7791,2.166,6.3858,427.67,148.4251,656,74.33,171.86,2682
31/5/2021,2666,1.7791,2.227,6.3682,426.37,148.3197,656,38.47,74.69,2666
1/6/2021,2693,1.7791,2.187,6.3572,437.86,148.7687,687.25,47.42,176.43,2693
2/6/2021,2715,1.7791,2.04,6.3773,437.19,150.3968,675,70.03,83.31,2715
3/6/2021,2733,1.7791,1.852,6.3811,446,152.5342,660,54.7,109.44,2733
4/6/2021,2713,1.7488,2.175,6.4072,442.86,151.8501,681,29.3,68,2713
7/6/2021,2705,1.7488,2.299,6.3963,440.49,152.8383,677.5,69.38,111.43,2705
8/6/2021,2689,1.7488,2.193,6.3909,440.4,151.559,610.25,31.53,109.81,2689
9/6/2021,2707,1.7488,2.188,6.3956,450.33,151.5618,607.75,57.39,131.85,2707
10/6/2021,2730,1.7488,1.892,6.3972,443.66,150.8317,615,70.72,122.88,2730
11/6/2021,2765,1.7556,1.998,6.3856,450.28,151.1212,610,98.65,97.74,2765
15/6/2021,2682,1.7556,2.104,6.407,451.73,145.4133,572.25,53.34,109.37,2682
16/6/2021,2668,1.7556,2.006,6.4078,459.57,144.9101,571.5,46.1,104.83,2668
17/6/2021,2670,1.7556,1.876,6.4298,456.19,143.6361,532.5,111.57,94.44,2670
18/6/2021,2619,1.79,2.014,6.4361,441.24,140.9503,566.75,125.82,142.32,2619
21/6/2021,2595,1.79,2.247,6.4546,450.47,141.3479,558,99.26,174.11,2595
22/6/2021,2583,1.79,2.301,6.4613,460.06,142.0796,539.25,128.12,100,2583
23/6/2021,2597,1.79,2.208,6.4621,464.26,142.9298,533,106.53,60.28,2597
24/6/2021,2588,1.79,1.853,6.4824,463.72,143.2302,535.5,174.66,113.04,2588
25/6/2021,2588,1.7977,1.55,6.4744,464.66,143.1011,518.75,32.96,92.88,2588
28/6/2021,2614,1.7977,1.558,6.4578,462.76,143.5377,545.25,14.77,168.47,2614
29/6/2021,2627,1.7977,1.795,6.4567,455.51,144.6402,546.5,205.42,74.51,2627
30/6/2021,2613,1.7977,2.177,6.4601,458.47,145.5824,588.5,147.95,133.65,2613
1/7/2021,2621,1.7977,1.734,6.4709,459.92,148.0359,588.25,31.17,82.66,2621
2/7/2021,2631,1.822,1.614,6.4712,468.35,150.9452,578,79.74,133.09,2631
5/7/2021,2607,1.822,1.665,6.4695,471.84,151.0398,539.75,190.49,144.78,2607
6/7/2021,2588,1.822,1.908,6.4613,474.72,151.603,539.75,134.5,199.58,2588
7/7/2021,2574,1.822,2.068,6.4762,453.76,149.366,532,129.45,57.23,2574
8/7/2021,2569,1.822,1.791,6.4705,441.85,149.0059,522,73.34,67.69,2569
9/7/2021,2567,1.7504,2.206,6.4755,447.94,149.4051,513.75,76.73,84.3,2567
12/7/2021,2556,1.7504,1.94,6.4785,450.46,150.5965,531.5,190.47,144.11,2556
13/7/2021,2595,1.7504,2.05,6.4757,456.52,151.1648,541,37.58,192.35,2595
14/7/2021,2624,1.7504,1.984,6.4806,463.35,151.9593,559.5,131.69,98.68,2624
15/7/2021,2609,1.7504,2.098,6.464,443.39,153.2929,554.75,68.72,153.82,2609
16/7/2021,2574,1.7152,2.115,6.4705,438.27,153.4898,549.75,43.38,140.71,2574
19/7/2021,2528,1.7152,2.111,6.47,435.79,155.0727,552.25,75.58,103.99,2528
20/7/2021,2517,1.7152,2.178,6.4855,416.34,153.1398,566.25,105.47,130.37,2517
21/7/2021,2519,1.7152,2.182,6.4835,414.92,153.9499,568,121.24,185.19,2519
22/7/2021,2512,1.7152,2.114,6.4651,427.34,153.1397,561.75,137.73,91.1,2512
23/7/2021,2524,1.6986,2.057,6.465,438.94,152.6537,543,76.51,138.66,2524
26/7/2021,2544,1.6986,2.119,6.4763,440.33,152.3365,545.75,65.26,125.45,2544
27/7/2021,2577,1.6986,2.27,6.4734,446.56,153.9335,546.5,29.78,132.55,2577
28/7/2021,2564,1.6986,2.092,6.4929,450.91,154.7303,549.5,128.32,152.66,2564
29/7/2021,2562,1.6986,1.644,6.4942,453.23,154.3306,555.75,108.48,144.4,2562
30/7/2021,2573,1.6432,2.178,6.4602,452.48,154.6511,544.5,133.28,133.44,2573
